idx,Score,Text
5524,Neutral,"Xujjat kalbakilashtiril
gani mantikga tugri kelmaydi bizada Uzbekistan da yangi kelgan boshliklar uzlarini kursatish maksadida Amerika yaratishadi kancha insonlar sarson bulib yurishadi.Shuning uchun xam ugrilar kupayib ketgan tugri xalol ishlansan oyeginga bolta urishadi"
5525,Negative,Bu dokonlarni kurishdan avval xokimdan ruxsat olish kerak bolgan. Endi savol. Kanday ruxsat beriladi Uzbekistonda? Albatta pora berish kerak.
5526,Negative,"Bittasi yerni sotadi tadbirkorga, urniga boshkasi keladi tortib oladi, ish bosti bosti bulgandan keyin u xam sotadi boshka tadbirkorga. Kiskasi xalk bilan ishi yuk, rasxodini koplash kerak."
5527,Neutral,Sabotaj
5528,Negative,"Shu yerlani shapka berib kurvorgandurde tatbirkor, xozi tekinga xech bir xokimiyat yer bermaydi, yangi xokim shuni bilib buzgandur balkim,"
5529,Negative,"Davlat toʻgʻri qilyapti. Bu qoʻshtirnoq ichidagi tadbirkorni oʻzboshimcha qurgan doʻkonlarini hammasini bitta qoʻymay buzib tashlash kerak. Oʻzini esa 10 yilga qadar qamab yuborish kerak. Olibsotar, chayqovchi yoki mayda torgashni tadbirkor deb boʻlmaydi. Tadbirkor deganda Elon Mask, Mark Sukerberg, Stiv Jobs, Bill Geyts, Alisher Usmonov va boshqa tushunilishi kerak. Ular insoniyatga nimadir beradi, foydali biror narsa yaratadi, boshqalar esa uning zahmat qilib yaratgan narsasidan mehnatlarini yengillashtirishda
foydalanishadi. (masalan: Bill Geyts yaratgan kompyuter insoniyatni mehnatini 100 chandon yengillashtirdi-k
u). Ashraf degan melkiy torgashni esa qonuniy jazosini berish kerak. Ey Xalq koʻzingni och, bunday och va faqat oʻzini oʻylaydigan iymonsizlarga qoʻyib berilsa, eni 20 metrlik magistral koʻchalarimizni ham 3-5 metrini noqonuniy egallab olib, oʻz manfaati yoʻlida doʻkonlar va shunga oʻxshagan binolar qurib tashlab, ijaraga berib tashlaydi. Deputat Kusherbayev Rasul san ham haddingdan oshyapsan, tagiga yetib-yetmay koʻp gapiryapsan, piar qilyapsan, agar uyingni yonida shundaylar noqonuniy doʻkon qurib, ijaraga berib, puliga Dubayda maza qilib yursa, birinchi boʻlib, sen bong urib chiqasan, davlat qayerga qarayapti deb. Bundan tashqari, senda oʻzingni boshingga 2020 yil tushgan yer qaʼri bilan bogʻliq alamzada oʻtmishing bor, prokuraturaga bir necha bor borib, soʻroq bergansan, senga nisbatan ish qoʻzgʻatilishi mumkin edi, shuni uchun prokuraturani yomon koʻrasan."
5530,Neutral,Kandaykilib 2018 yil gi karor kalbaki bulishi mumkin
5531,Negative,Iskirt bula teshib chiksin olloxdan kaytsin poraxurla
5532,Negative,"Xujjat ni imzolvgan xokimchi teppa imzo ekani isbotlanguncha uniyam opkirish kerak edi. Xech xokimlarga yetib bormayaptimi ishlar yoʻlda tugap qoladi. Xokim qarori teppa boʻsa xokim shu yoʻllardan yurganmi doʻkonlar paydo boʻsa koʻrgan nega uni imzosisiz paydo boʻldi qiziqmaganmikan
. Demak xokimniyam qoʻli bor uniyam opkirish kerak."
5533,Neutral,Xonavayron kildiku. Kancha mablax ketkan bu joylarga.
5534,Negative,"Yaxshiyam 14ta qurgan ekan, 20ta boʻlganida otishga xukum qilarmidi"
5535,Negative,Bu xezalak urgosi trollar maktamay kuyibdiyu.
5536,Neutral,Lenindi bitta gapi bor yegandan qurq yegʻgan dan qurqma xoxlagan vaqitda bizniki buladi digan xozir xam davlat tepasida balshiveklar turibdi unutmanglar.
5537,Neutral,"Uzbek, kozok yoki kirgizmas xamma gap shunda."
5538,Negative,"Mol mulk daxlsizliki 139 davlat ichida 138 urinni egallaganimizda
n keyin nima xam deyishimiz mumkin. Adolat chet eldaligini tan olmay iloji yuk."
5539,Negative,"Bu yerda shaxsiy adovatni hidi kelayapti. Oʻynashmagin arbob bn, arbob urar xar bob bn. Bizni eski va eng parazit maqol. Hech qaysi xalqda yoʻq maqol."
5540,Negative,Shunaka xaromgarchilik kupaysa kiyomatxam tez yakinlashadi.
5541,Neutral,"Shu 14 insonlarni oilasi bolajonlari ota onalari opa ukalari bor karindoshlarinin
g kargishidan kurkmisilami exx zulumkorlarga Alloxim kifoya kilsin iloxim kamashga kamamidiyu shtraf kilishi anik"
5542,Negative,dolyani bermagan demak bir ikki sum berganda buzulmasdi
5543,Neutral,Otayni kozi úldirsa dodiyni kimga aytasan
5544,Negative,"Kurilguncha 1000 ta joydan tekshirishadiku,x
ammani kamasin unda(tashkilotla
r xokim bilan birga)"
5545,Neutral,"Boshk,atdan sotilsa kerak"
5546,Positive,Astagfirillax va atubu ilayx Allox uzi kifoya bulsin
5547,Neutral,xamma yok pora karupsiya
5548,Neutral,"eng kizigi sud darxol kuriladi,sud karori birpasda chikariladi "
5549,Neutral,"Qalbaki qaror tugul, patentsiz bitta paypoq sotolmidi Toshkentda!"
5550,Negative,"Bizani xokim ishdan ketsa u kuygan kul kalbakilashtiril
gan xisoblanadi balivud xijolat buladi oldida"
5551,Negative,KOTTA XOROMIGA JOY KERAK EKANDA.
5552,Negative,Musappo osmonchi dodam dermanchilar nega kurinmaydilar kafirof yaxudzoda va shuxratovichlar 
5553,Negative,"Oldingi xokimni odamlariga karshi xozirgi xokimni shaykalari urtasidegi biznesni tortib olish uyiniga uxshavoti yana bilmadim, lekin tadbirkor xak bulishi kere chunki shuncha kurilishi xujjat, karorsiz kurishni umuman iloji yuk.."
5554,Neutral,#surishkerak
5555,Neutral,Lutfulla Yunusov
5556,Negative,Toshkent xӯjayiniga farqi yӯq. Kerak bӯlsa geylarni ӯtqarib qӯyadi mashinangizga
5557,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5558,Negative,"Kaysidir pidarstga kere bulib koptide shu joy Jaxongamasmikan
,Bu Úzbekistonda xich narsa kilib bumidi úzi konun ishlamasa"
5559,Negative,Investitsiya kiriting va bankrot buling.
5560,Neutral,"Ogoxlantirish xam , xayfsanam bermasdan búshativorishipt
i. Metropoliten degani operativni ishlarkan."
5561,Negative,"Tepadagilarni kachon olasizlar ishdan, ishga ichmay kelsa xam rasvosini chikarib yotishibdi xamma yokni?!"
5562,Positive,"katta kaxramonlik kursatishibdi, ..koyil"
5563,Neutral,"Profsoyuz u,lganmikan?? Ishdan ogoxlantirishsiz
xaydash mumkin emas"
5564,Negative,"Olaaaaa xabarni muximligini karang, kotta jinoyatchilarni ushlabsilarku!!!
!"
5565,Neutral,Metroda gaishnik turmidi bemalol kelgande barbir 01 ga yozmidi deb 
5566,Neutral,"Ana, ketma-ket metro buzilishlarini aybdorlari topilib, ishdan bushatilibdi. Endi, umuman metro buzilmaydi rivojlanib ketamiz "
5567,Neutral,Mast boʻsayam kebtiyu ishga
5568,Negative,"Gapiringlar indi Tashkent xakinda xam, fakat Xorazmga ilishmay!!!"
5569,Neutral,"Necha shisha ichishibdi, kupincha bildirishmaydiyu ichganini, kupayib ketibdi shekilida"
5570,Negative,Ozi Farosh bolsa lavozimi
5571,Negative,25 yanvar kuni butun metro tuxtagani uchun xech kimga chora kurilmadi.... Bu ikkita xodim 50*50 kilishganiga ishdan bushatildi..... vot dayut....
5572,Neutral,Juda katta jinoyat ochilibdi
5573,Negative,"Bachkana narsalani yozmelar,yana ayyollarni ishtan bushatib maktanishga balo bormi,kushtirnok
ichidagi erkaklar"
5574,Neutral,"Diqqat eshiklar yopiladi keyngi bekat 15 sutka.vagonlard
an chiqayotganingi
zda buyumlaringizni
unutmang
"
5575,Neutral,Boshliqlari ichib kesa ishdan olinmidi. Xodimla olinadi
5576,Negative,Solixon aka Toshkentda xam borakan ichadigan ayollar.
5577,Negative,Ayolaga buq bor nochda ishlab
5578,Neutral,Ìnconlarni xafcizligini ùylamay Raxbaritatga malum kilmay ularga sherik bùlgan nega xayfcan Elon kilacizlar ishdan olish kk edi.buni bilib kolibcizlar boshka bilnmaganlar kancha bùladi
5579,Negative,A kechasi bilgan buqini yidi
5580,Positive,Juda kotta jınoyatnı oldını olışıbdı beçora farroş endı nıma qılışşı bılmey boşı qotıb utrgandur er janıvar ışleydımı yumı Olloh bıladı.Bekor qılışıbdı.
5581,Neutral,xamma narsani teskarisi bob ketvotti
5582,Positive,Farrosh ekanu ishtan olish shartmidi.
5583,Neutral,Bularni joyi kerak bulganov bekorga xayfsansiz bushatmaganda
5584,Neutral,Ikkita boʻsh oʻrin
5585,Negative,Har sohada bor Xaromxoʻr
5586,Neutral,xodimmi xodimami
5587,Positive,Ma shaa Allox
5588,Negative,Savodsiz xato yezmanglar iltimos xaydalgani deb yeziladi
5589,Neutral,Nega insonlar bularning ustidan kuladi kambagʻalga qonun bor..Bir paytlari Yeltsin Toshkentga kelganida kayplikdan yiqilib tushganini hech kim eslamaydi.. qarsaklar bilan kutib olinadi.
5590,Negative,"Raxmat mana bor ekanku ishlaydigaonlar urtok boshlik kaysi karindoshingizni
endi ishga olasiz ish joy bushadi"
5591,Neutral,Kotta ish bopti
5592,Negative,Kayfda yaxshi artishardida polni
5593,Neutral,OONı habarı bormıkan...
5594,Neutral,Tugri kilishibdi
5595,Negative,"Ayol ojiza ximoyaga muxtoj yerkak ayol teng xukikli bulsin qonunga kiritib bekor kildi. Mana oxibati aroq, rul utrish shim kiish shakolakni musorga tashash ajrshlar yeriga xiyonat kilish kupayb kemadimi? Bularga erk bersan oxri yaxshlikka bormasligi"
5596,Negative,"Ozodlik mavzu topolmadingmi, xaromi, amerikangni gapir, amerikalik mast ota mesyachnыy,, oyboshi,, bugan kizini sikib kuyganini aytmiysanmi"
5597,Neutral,Xodimasi?
5598,Neutral,Qoyil kotta iw bubti 
5599,Neutral,"Yamaga tushib ketiptimi depman, ichvolib."
5600,Negative,Karimov davrida yaxshi edi deb Karimovni tugilgan kunini nishonlashganda bechoralar.
5601,Neutral,Den rojdeniyani do utro otmechat qilib uxlamasdan ishga kelishiptida opalar.
5602,Neutral,Ichvolishib vinoni kursatishadi kinoni.
5603,Neutral,Nima bupti
5604,Neutral,Temurni xor bulgan avlodlari buldik biz.
5605,Neutral,Nma ayollar xam ichishni boshladimi keyin nma ichishgan pivami yoki aroq???
5606,Neutral,Zor bobti hadalgani
5607,Neutral,Xarom ichimlik ichmanglar ayniksa ayol
5608,Negative,1 chi bekatga alkash va foxishalla yegilganku ishchillari
5609,Neutral,Anvar Mirzaev
5610,Negative,"Darxol ishdan bushatish shartmidi!Vыgovo
r ber,oyligidan kes buldida!Odami bulmaganda podderjkaga!Yomo
nni kuchi yapolokka yetadi uzi!Farroshni tugulgan kuniga yaxshi sovga kilishibdi vallomatlar!Tug
ulgan kuniga otgul bersang ulasanlarmi!"
5611,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5612,Positive,Srochni xabar uchun rahmat
5613,Neutral,"Kanchadan kancha sukongich xokimvachchalar, Solik boshligining betarbiya gaplari ,xakoratlari uchun xam ishdan bushatishni kullanilsa- xukumatdagi adolatga ishonsa bulardi.
Ikkita aye'lni tananali ishdan bushatilganini kuyishganini karang muxim xabar deb"
5614,Negative,Kim ishonadi bu bidiatinga Xozirgi Pasportlar barmok izlari chip lar va xakazo narsalar bilan chikadi bolam Ishidga kirgan odam kaytib chikisi keme koladi deyishadi tak chto lagmonini xotinini amiga os
5615,Neutral,Koyiley uzbegim
5616,Negative,srochna gaplashib paspirt kildirib surish keraykanda amerikaga biza grin karta dib yurimiza varyant borakanu ketishga
5617,Neutral,Yaxshilab qidirilsa uzimizdayam bordir bunday ustasifaranglar
5618,Neutral,Yashavor molodets mana boʻlarkanu pul topsa. Xadeb qora mexnat qilib yurgandan yaxshi da. Pora omedigon davlatni oʻzi yoʻq yoʻlini qilib berarkanmi qoyil
5619,Negative,Qadami yetgan joydi kompot qilgan Uzbegim.
5620,Neutral,Maxoratiga qoil
5621,Neutral,Dilshod Umarov
5622,Neutral,Koyil. 
5623,Negative,"Shula shetda yangi goyalani uylab topsa bulmasmidi, karrupsiya uyoklada xam borakanmi"
5624,Neutral,Shu yerdaxam Uzbek
5625,Negative,Makolani ak yetibor berila ozbek sozini bir necha bor takrorlagan yetiborni bu klinayotgan jinoyatga yemas ozbekka karatgan yani maksad jinoyatni fosh klish yemas ozbekni koralash .agar tasavur klaylik osha odam ingliz turk yoki oris boganda milatini yozgan bolarmidi yok albata .bu makolani ozbeklaga xuruj sifatida baxolash kerak
5626,Neutral,uzbekmi yo rasiya Fukarasimi
5627,Positive,Gap yuk lekin kallayam zur ishledi uzbeklarda fakat dangasamizda
5628,Neutral,Yolgʻon gap
5629,Negative,Musulmonlar maşinaqa qalblaringa qurquv sob quyadi uhlomiy yurasanla
5630,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5631,Neutral,"Yashavor uzbegim!Xa uruging kupaysin!""Abdul
lajon"" k/fdan!"
5632,Positive,"SH.M.Mirziyoyev
PRESIDENT bo'lgandan buyon ko'p marotaba af e'tivotti mahkumlani,buna
qasi bo'lmagandi manimcha"
5633,Neutral,"Sovukdpyam yengi kaltada yurisharakana bula,,,"
5634,Positive,"Kechirimli bulish oliy janoblik belgisi, oliy janob Prezidentimiza baraka topsinla"
5635,Positive,"Prezidentimizga
raxmat.Ollox rozi bulsin.Umrlari ziyeda bulsin.Ofarin"
5636,Positive,"Mirzeyevga raxmat, tovbasiga tayanganlarga erkinlik bermokda."
5637,Neutral,"Kamokdda ushlab turish katta xarajat, agar jamiyatga uroza kilmasa chikargan makul."
5638,Neutral,"Shuni negativ kurmadim , tugri ish tutgan ."
5639,Neutral,"Ozodlikka nima yetsin,"
5640,Neutral,"Xa shunchaki chikarib yubormaydi, albatta yaxshi tovbasiga tayangandan keyin chikaradi."
5641,Positive,"Yaxshi ish boʻlipti, savob boʻladi"
5642,Positive,Bu kechirimlilik belgisidir
5643,Neutral,"Jamiyatga xavf tugdirmaydiganl
arini chikarishsa buni yomoni yuk, shu aybini takror kilishmasin endi."
5644,Positive,Bu mahkumlar uchun hayotini yangitdan boshlashga imkondir
5645,Positive,Yaxshi yo’lga o’tgan pushaymon bo’lganlarni albatta kechirish lozim
5646,Positive,"Raxmat prezidentga, endi bu avfning kadriga yetishsin."
5647,Neutral,"Pushaymon bulganini kuyib yuborishadi ozodlikka, xammasini xam emas."
5648,Positive,"Tugri karor buladi, kachongi chindan aybini bilgani chikarilsa va pushaymon bulishsa."
5649,Positive,Adashib hato qiganlar to'g'ri xulosa chiqarishadi va bundan keyin to'g'ri yashidi
5650,Positive,Glavniysi bu yogiga tugri yurishsin.
5651,Positive,Prezident xalq ichidan chiqqan xalqparvar inson
5652,Positive,Yaxshi qilishibdi shuni
5653,Negative,Janob prizident chikpraverin Yana jinochtlar kilaverishadi sal katik kul buling
5654,Positive,"Xamma xam xato kiladi, agar tushinsa, uni ushlab turmay chikargan makul."
5655,Positive,"Xalqqa foydasi tegadigan ishlarni qilmoqdalar davlatimiz rahbari, omadlarini bersin."
5656,Positive,Allox umrini uzok kilsin
5657,Positive,Shavkat mirziyayev prizdentimiz olloh rozi bolsin 
5658,Positive,Kechirimlilik yuksak fazilat
5659,Positive,Kechira olish kuchli insonlarga xos bo’lgan fazilatdir
5660,Positive,Endi tinch va yaxshi yashasin.
5661,Positive,"Man qo’llab-quvvatl
ayman, o’z aybini tushunib yetgan bo’lsa, albatta ularni oilasi bag’riga qaytarish kerak"
5662,Neutral,Bir tanishim qamoqdan chiqqanida ichkarida shunday maxkumlar bor ozod bulding deb ochiqqa xukm chiqqanda yuq menga shu yer Vatan meni chiqarmanglar deb dod deb turishib oladilar degan edi yani uyi yuq oilasi yuq shu kabi kimsalar deb suzlab bergandi.
5663,Neutral,Jinoyatlar xa. Kup
5664,Positive,Mana xaqiqiy xalqparvar Prezident. Koʻz tegmasin
5665,Positive,"Pushaymon bulganini obdon tekshirib chikaradi, lekin."
5666,Neutral,⁠⁠⁠⁠
5667,Positive,"Prezidentimizni
ng oqilona olib borayotgan siyosatidan darak"
5668,Neutral,Kam
5669,Neutral,Shoxida Qurbonova
5670,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5671,Neutral,44 ta shekilik
5672,Negative,Uzbekistan avvalxam qaloq edi bundankeginxam qaloq bo'ladi xarom xo'rlar
5673,Negative,Hammasini bir joyga toʻplab otib tashlash kerak tekinhoʻrlar!!
5674,Negative,Xalqni faqat itarish ekanda
5675,Negative,Odamladan pul olish yuli......
5676,Negative,Javob doimgiday bir xil
5677,Negative,Buni pul ishlash diydi urmay sukmay pul ishlash
5678,Negative,Bezbetga farqi yo'q
5679,Neutral,UzIMEIdan tushgan pullar qaysi kumitaga boradi
5680,Negative,Bu UzIMEI deganini sigirning yeliniga yopishgan kanadan farqi yo‘q.
5681,Neutral,Mayli bekor qilmasin. Faqat bitta osha tushgan pullarni qancha tushganiyu nega sarflanganini bitta ochiqchasiga korsatsinchi.
5682,Neutral,"Agar Jahon bankining Ozbekistondagi eksperti aytganidek 2022 yilda barham berilsa, man 2022 yilgacham kal bop yurishga vada beraman"
5683,Negative,"Bekor qilish kerak bu IMEIni kimidir hisobiga tushadi ,oddiy halqni o‘ylab qonun chiqarish kerak.Manopolis
tlarni emas"
5684,Neutral,Mashinaga doverennost degan dinozavr konun xam bor.
5685,Negative,Xarom puldan oila bokadi uy kuradi xalk kiynaladi oxirda
5686,Neutral,Uzimie ozi nima qilayotganiyam bilishmaydi
5687,Negative,Rasvolar uzi soliklaring kammidi giybat bilan xavoga tulamayapmiz xolos .
5688,Neutral,Sharmandaga shaxar keng
5689,Neutral,IMEI umuman keremas narsa
5690,Negative,Togri keragi yoq. Bu osha diktator tizimini biri boladi
5691,Neutral,Tushayotgan pul kayokka ketadi?
5692,Neutral,Mayli yoʻqolmasin imei - lekin bir shart bilan ishlasin. Boshqa korxonalarning ishchilarga uyalmay oylik yozishadiku bir million soʻm - shuni ish kuniga va keyin ish soatiga boʻlib chiqamiz. 150 soatga 6600 soʻmdan toʻgri keladi. Bularning ishi oʻn minut ekanini xisobga olsak 1100 soʻm boʻladi. Mayda pul yoʻqligini xisobga olib 2 ming beramiz mayli. Shu pulga rozi boʻlib ishlarmikanlar? Axir millionlab ishchilar 500 ming soʻmgayam ishlayapdiku? Yo bularni shoxi bormi?
5693,Negative,Beti yumwoq tizim bormi.
5694,Negative,Teshib chiksin IMEI orkali xalkni xakini yeganlarga!
5695,Negative,Kambagaldi urma sukma Ustidagi chuponini yechib ol Uzi amiga kirib ketadi degan zamon tugarmikin bolarim
5696,Neutral,Rusda skidka bilan sotuvdagi tellar uzbda imey bilan karrasiga qimmat
5697,Negative,Ozodlik radiosi pidaraz o'zing kofirlani ko'tini o'pasanda yana O'zbekistonga qayg'urgande ko'rsatasan o'zini eshak. Ikki yuzlamachi O'zb uchun nima ish qildinki gapirasan sharlatan.
5698,Neutral,Foydasi yo'q
5699,Negative,"Trollar o'zini fikriga qo'shilmaganlan
i trol deyishga o'tibtide.Kabut
a dunyo bu kofirlani atrofida aylanadi."
5700,Neutral,yuklaщ kerak narx nava pAsayadi
5701,Negative,Kaysidir yukoridagi yirik amaldorning chuntak biznesi. Ushanchun shuncha tankidlardan sung xam uzgarish yuk
5702,Negative,"UzSokkaMotorsga
uxshagan loxotronku bu Lox Uzbaklarni sogish uchun!"
5703,Neutral,Yeb tuymagan yalab tuymaydi
5704,Negative,Bir biringni gӯshtingni ye
5705,Negative,Rasimi lekin topibdi. Telefon ushagan xalk orkasidan itarvotgan uzimei
5706,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5707,Negative,Bu kutlar mazza kisa kerakda xalkni kiynab.xamma tomondan kisib tashadi pidarazlar
5708,Negative,"Bu poʻllar kimnidir chuntagiga tushadi,xuddi onlayn kassa apparatidek oylik tulovi 75.000soʻm muttaxamlar."
5709,Negative,Johani shotiga yoki shavkatni shotiga tushadi bu pullar tiqilib ulsin kim evotgan bolsa xam
5710,Negative,"Nogironligi bor insonlarga xech kanday yordam yuk.
Sanatoriyalarga putyovka xam yuk.
Kovid bulib uz yonimizdan dori darmonlar sotib olib davolanib yotibmiz. Tekshiruvlar xam pullik.
Uzbekistonda nogironlar keraksiz !!!!!!!"
5711,Negative,"Nogironlar uchun xaq gap, xech qanday davlatimiz tamonidan yordam, koʻmak yoʻq. Sogʻligʻim yomonlashib, 2020yili mart oyidan 2 gurux nogironi boʻyicha tashxiz qoʻyilib, ishdan boʻshatildim. 2021 yil taqdir taqazosi bilan, Toshken viloyat onkolrgiya dispanserida treoxstomiya bilan, golosovoy svyazka olib tashlandi. 2 gurux nogironiman deyishimga qaramay, shifoxonada yotishim, ovqatim, dori darmon, operatsiya xizmatlariga toʻlaligicha mendan pul toʻlatishdi. Nima sabab desam, men boshqa viloyat fuqarosi ekanman. Shunaqa davrda nogironlikni xisobga olmaganlariga achinib ketdim."
5712,Negative,"Bordiyu shu nogironlar uchun biror davlat kup miqdorda aravalar tekinga bersa usha aravalarni xam sotadi yeb tuymagan mulozimlar. Mabodo biron bir nogiron bu tekinga berilganku deb xaq xuquqini talab qilsa tamomda, noshkur tinch uxlayapsanku yoki siriyaga uxshab yashaging kelyaptimi deb sukib tashashadi uzlaricha patriklar."
5713,Negative,Inson huquqi degan narsa deyarli yo'q bo'sa kk bzda
5714,Negative,Imtizli yam pul xam yuq nogironlarga ular odam yemas dorini dedi doktorlar uzingiz beradi retsept yazib moddi yardam maxxaladan surasaңgiz jiniga shiqaradi
5715,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5716,Negative,Itlarni zaxarlab oʻldirish bu bizning davlat xali xam gʻor asrida yashaydigan aborigenlar kaʼbi xatti xarakat qilishdan nariga oʻtmagani belgisi. Bunday vaxshiylik faqatgina bir nechta qoloq mamlakatlarda bor. Butun dunyo bu xayvonlarni koʻpayishini oladi va ularga yashashga sharoit yaratib beradi. Itlar kasallik tarqatmaydi. Itlarda quturish xolatlari bizning atroflarda kuzatilmaydi. Ularni oʻldirish bu gunox.
5717,Neutral,Kupkavatli uylarni oldida podvallarda yevvoyi itlar kupayib ketganidan yesh bolalarga xujim kiladi.Bular bilan kanday kurashish mumkin.Bir it tishlasin kutirishga karshi vaksina oling keyin bilasiz yeki kimdir kutirsachi?
5718,Neutral,Nima qilishi kerak? Bular bir bolalasa 8-10 tagacha bolalaydi. Buncha itni nimadir qilish kerakku
5719,Neutral,Itni tishlamaydi deb bulmaydi qutursa uz egasini xam tishlaydi.
5720,Neutral,"Egasi yoʻq boʻlgandan keyin shuda,kasallik tarqatadi toʻgʻri qilishipti"
5721,Neutral,"Aslida odamlar vahshiylashib boryapti, hayvonlar emas!"
5722,Neutral,"Daydi itlarni zaharlamasdan toʻyga taklif qilish kerakmi? Egasiz itlar bolalarga, chorvaga qancha hujum qiladi."
5723,Negative,"Turkiyada birgina itlar va mushuklarga boʻlgan mehr - muhabbatdan bu millat millat boʻlib, davlat davlat boʻlib shakllanganligin
i koʻrish mumkin. Biz bu ketishda xali beri ODAM ham boʻlmaymiz, afsus..."
5724,Neutral,Karshim faxrim guruxi bor bular yeritolmaydi bunaka muammolarni yana yekmaydi xakikat xazm kilisholmaydi adminlar
5725,Neutral,Juda tugri qiladi daydi it kupayib ketgan yukotish kerak xammasini
5726,Neutral,Kuchugi yeb oʻlgan boʻlsa sarishta qilish kerak edi..
5727,Neutral,"Kimgidir gʻajib tashlashini kutish kerakmi?
Daydi it boʻlgandan keyin uni yoʻqotish kerak.bir falokatni boshlamasdan"
