idx,Score,Text
5429,Positive,MashaAlloh.
5430,Positive,MashaAlloh. InshaAlloh Amal qilishga ketdim. Alloh rozi bo‘lsin
5431,Positive,Mashaalloh. Juda samimiy va manfaatli suhbat boʻlibdi
5432,Positive,Mashaalloh. Qalbim bilan eshitdim va Inshaalloh butun O'zbekisonni yuksalishda xizmat qilgayman
5433,Positive,Mashaallox
5434,Positive,Mashallah
5435,Positive,MashAllah
5436,Positive,Mashallah Allohu Akbar
5437,Positive,Mashallah qiroat zur ekan
5438,Positive,Mashallah so beautiful 
5439,Positive,Mashallax
5440,Positive,Mashalloh mazza qildim oxirida uzimga qarsak chaldim do'ppimizni yechamiz degan joyiga
5441,Positive,Mashalloh shunakalar kupaesin
5442,Positive,MASHALLOX
5443,Positive,Mashallox. tarbiyaviy ahamiyatga boy video bo'libdi
5444,Positive,Mashalox
5445,Positive,Mashaolloh
5446,Positive,Mashaolloh borizga shukur ustozim kuz tegmasin sizlarga bizlargayam shunaqa ilmlarizdan yuqsin
5447,Positive,mashina salonga boring
5448,Positive,Mashollox
5449,Positive,MASHOLLOX
5450,Positive,Mashoolloh
5451,Positive,Masjitlarniyam kursatelarchi
5452,Positive,Maska hozir hammasi
5453,Positive,Masonlar bormi yoki yoq yoki sizi gaplariz toqima
5454,Positive,MAVZUNI KOʻTARIBSIZ
5455,Positive,Maw OLLOX OLLOX ga wukur yaxwila xaliyam bor wundo insonla ko'paysin
5456,Positive,Mawallax sizga illoxim farzanlarz baxtiga hamisha soğ omon bòlin sizdakan mard oilani didigan insonlar kòpayursin
5457,Positive,Mawaolloh
5458,Positive,MAWAOLLOX OLLOX SIZDAN ROZI BOʻLSIN FARZANTLARIM SIZGA OʻXWASIN SOG BOʻLIG
5459,Positive,Mawu oq sochli hunasani yomon ko'raman o'zi qattan chiqti u o'ynavotkan rollariyam faqat wunaqa krisa ro'llada o'ynidi
5460,Positive,Maza qiladigan joy ekan
5461,Positive,mazlummi ohi ollohga juda tez yetib boradi chunki olloh mazlumlarnin yonida ozimdayam shunga oxshash vokeya boldi begunoh bolib boshlik mani rosa hafa kildi man ollohga soldim har nomozimda hudodan soradim ollohim man mazlim edim deb ollohga shukur bos... 
5462,Positive,Mazza 
5463,Positive,Mazza qib yoshligini ötkazishvotti nimayam derdik 
5464,Positive,Mazza qilaman boshqa til bilan aytib berolmaydigan darajada gozal
5465,Positive,Mazza qildim
5466,Positive,Mazza qildim lekin kuldimham ozgina óygaham tushdim raxmat sizga 
5467,Positive,Mazza qildim rahmat
5468,Positive,Mazza qildim tarixni eshitib Olloh rozi bólsin ERKOBANDEK INSONLARDAN
5469,Positive,Mazza qilib e‘shitaman  ko‘p kerakli saboqlarni olish mumkin.
5470,Positive,Mazza qilib ewttim raxmat sizga xam
5471,Positive,Mazza qilib kuldim
5472,Positive,Mazza qilib tomosha qildim
5473,Positive,Mazzaku
5474,Positive,Mazzami ùla xaromi...
5475,Positive,Mehnatingiz uchun raxmat alloxim kuch quvvat bersin alloxim rozi bo'lsin sizdan va jamoyingizdan
5476,Positive,Mehnatingiz uchun raxmat alloxim kuch quvvat bersin alloxim rozi bo'lsin sizdan va jamoyingizdan
5477,Neutral,Men 1
5478,Positive,Men anchadan beri kutayotgan Suxbat
5479,Negative,MEN ANDIJONLIKMAN BIR CHEKKADA INDAMEY U'TIRAMAN ARALASHMASDAN BU YERDA FAQAT TOSHKENT VA TOSHKENTLIKLAR XAQIDA GAP KETYABDIKAN BIR IKTA TOSHKENTLIK OPASHKALARGA YAXSHI GAPIRGAN EDIM ANJANLI XARIP LATTA DEGANDI VAXOLANKI BERGAN SAVOLIM NEGA U ODAM BILA... 
5480,Positive,Men bor ekanini bilardim shunkiy yerni balat pasligini solishtirganda Rasya taraflardagi kullar bizni Oroldan ansha balat xotokiy 500 metier balanta joylashgan kulari bor ekan zur loyxa buni qulap quvatlayman
5481,Positive,Men bor ekanini bilardim shunkiy yerni balat pasligini solishtirganda Rasya taraflardagi kullar bizni Oroldan ansha balat xotokiy 500 metier balanta joylashgan kulari bor ekan zur loyxa buni qulap quvatlayman
5482,Positive,Men boradigon joylar ekan
5483,Negative,Men bosh 205 qismni kordim. 2018-yil Polatni korish uchun Turkiyaga borib keldim. Istanbulda siyomkalar bolgan joylarni ofeclarni kopini korib keldim. Serial bolsin kino bolsin bu hayotdan olinadi qisman bolsada.
5484,Negative,Men bu kinoni koprgan paytim bu tirmizaglar bilmasdi xam bu kino xaqida man 2003 dan 2015 gacha xar fata chiqanini chiqan ko0rgaan xam nmafas bo‘p kino bn keyin bu odfiy shunchaki kino turk kino industereyasi shunday bundan keyinam zo‘r turetiski mafiya kinolar chiqadi
5485,Positive,Men bu Orolni 10 yilda uz xolatiga va kup suv yigilishini bilaman   Xudoga shukur aqlimga ishonaman lekin bu gapimni Vatanimiz amaldorlari eshitmaydi xam
5486,Positive,Men bu Orolni 10 yilda uz xolatiga va kup suv yigilishini bilaman   Xudoga shukur aqlimga ishonaman lekin bu gapimni Vatanimiz amaldorlari eshitmaydi xam
5487,Negative,Men bundan bir yil avval savdo ochdim yimay ichmay uzimdan qizgonib savdoimni katta qildim lekin vaqt utib men uzimdan qizgongan pullarni boshqa odam mazza qilib soviryapdi ularning hech biri meniki emas ayni damda shunaqasi ham bularkanda
5488,Negative,Men bundan bir yil oldin savdo ochdim yimay ichmay savdoimni kattartirdim vaqt utib qarangki u savdodan hech biri meniki emas hozirgi kunda lekin men uzimni qattiqman derdimu hasisman demas ekanman
5489,Negative,Men Buxorodanman. 7 ta pirimiz 1.Abdulxoliq G'ijduvoniy 2.Revgariy ya‘niy Moxitobon deymiz u kishi boshqa ko'chadan o‘tsalar ham xushbo‘y hid kelib turgan. 3.Anjir Faxnaviy.Qishda ham hozirgina pishgan anjirni olib berganlar Do‘ppilaridan 4 va 5 Romitaniylar 6.Xazrati Baxovaddinni ustozlari 7 Baxovuddin Naqshbandiy
5490,Negative,Men fargonadanman ismim umid..men amerikaga borib ishlab pul topishni xoxlayman..ammo lekin  afsuski kambagal oiladan bulganim uchun bu menga bir umr orzu bulib qolsa xam kerak.ingliz tilida gapirishni bilaman ay kan spik inglish.agar iloji bulsa  menga amerikaga borib ishlashimga yordam beraolsalariz  men sizlarni xaqqingizga bir umr duo qilib utardim yurtdoshlarim
5491,Negative,men ham boraman oiylaviy koʻchib boraman
5492,Negative,Men ham judda hasisman ekan oylab qarasam
5493,Negative,Men ham kulib o'qigan edim.
5494,Positive,Men juda yigʻladim erim rassiyaga tiplitsaga ketip bir ayolgA ilakiship keldi olti oyda bizdan kechip shu ayolga uylanip yashap yuripti meni ikki yarim yosh bolam qornimda toʻqqiz oylik bolam bn shunday qiyin vaziyatimda tashlap ketdi shunday yigʻladim... 
5495,Positive,Men kichikkina qizaloq boʻlganimda 6 yoshda boʻlganman . Ammam ota onamga qizing iflos buuzuqi boʻladi deb aytganda  BU gap ota--onammgaa juda ogʻiir tuyulgan va juda qattiq urushib kaltak ostiida qolganman deyaarli har kuni oradann yiillar oʻtib qaytaar dunyo eekanligini bildim Ollohimga shukurlaar boʻllsin .Endi Ammammm hayotii Ehhhh .Qaytarr dunyo.
5496,Positive,Men kinoni 8 yil ko‘rganman
5497,Positive,Men koʻrganman 2015 yil xammasini oldiradi Safiya singlisi ong qoʻli Jahidga tegadi
5498,Positive,Men koʻrganman bu telenovellani.Oxiri xoʻr boʻlib koʻcha supurib yuradi.Uzoqdan turmush oʻrtogʻi farzandlarini baxtliligini berkinib kuzatib yigʻlab yuradi
5499,Positive,Men koʻrganman bu telenovellani.Oxiri xoʻr boʻlib koʻcha supurib yuradi.Uzoqdan turmush oʻrtogʻi farzandlarini baxtliligini berkinib kuzatib yigʻlab yuradi
5500,Positive,Men koʻrganman oxirgacha
5501,Positive,Men korganman tòliq
5502,Positive,Men kutyabman menga yozishizni
5503,Positive,Men lola animation ni kordim unda chet elni ovozsiz iboralaridan foydalanibsizlar shuni urniga Uzbekcha ibora qushingizlar qachon ular gapirsa   voy iy eh'' degan iltimos
5504,Positive,Men lola animation ni kordim unda chet elni ovozsiz iboralaridan foydalanibsizlar shuni urniga Uzbekcha ibora qushingizlar qachon ular gapirsa   voy iy eh'' degan iltimos
5505,Positive,Men mazza qildim
5506,Positive,Men Navoiydanman.. Karmandan.. Reyd.. Ushla.. Ushla.. Bari o‘tadi xay... Lek xaqiqat qozon tagidagi NIMA pishirilayotgan taomda..
5507,Positive,Men oddiy bir insonman lekin ehson qilishni sevaman oʻzi aqlli ham emasman yarimta kitob oʻqiganim shu qishlogʻimdan boshqa bir joylarni ham koʻrmaganman rostdan oddiy insonman lekin birovga bir narsa bersam menda gʻoyibdan qanot paydo boʻlgandek engil boʻlaman
5508,Positive,men oldin bilmasdim
5509,Positive,Men orolga suv kelishini olloxdan sorab qolaman suv kelsa yaxshida kelajak avlodga ekalogiya zorboladi
5510,Positive,Men orolga suv kelishini olloxdan sorab qolaman suv kelsa yaxshida kelajak avlodga ekalogiya zorboladi
5511,Positive,Men oʻzimdagi shaytonni va imonni koʻrdim. Imonimizni mustahkam qilsin olloh.
5512,Positive,Men oʻzimdagi shaytonni va imonni koʻrdim. Imonimizni mustahkam qilsin olloh.
5513,Positive,Men ozimni sevamane
5514,PositivePositive,Men seni gulim demasman  gulni umri oz
5515,Positive,Men sizlarga aytsam polat alemdarni xayoti real faqatgina bu xayotda davom etiryabti deb oyleman xamasi birin ketin kelyabti oxiri yaxshilik bo'lsin
5516,Positive,Men tekstilde ishlayman sekinroq sifatli tikaman qancha harekat qilmayn tezligimni oshirolmayapman
5517,Positive,Men tushunmadim beparosat ona kormadimikin bolasini namoz oqiyotganligini
5518,Positive,Men uchun ayni vaqtda kerakli suhbat bulibdi alloh rozi bulsin rahmat
5519,Positive,Men Uchun Polat Alemdar ( Ravshan lenkaranski)
5520,Positive,Men urvorardim seryozniy
5521,Positive,Men xam juda kup uylaganman Rassiyadan suv olib kelsa bulmas mikan deb.demak imkoni bor ekan
5522,Positive,Men xam juda kup uylaganman Rassiyadan suv olib kelsa bulmas mikan deb.demak imkoni bor ekan
5523,Positive,Menda lohalar bor
5524,Positive,Menda lohalar bor
5525,Positive,mendan
5526,Positive,Mendurman usha
5527,Positive,Menga buning umuman farqi yoʻq. Shunchaki zoʻr serial.
5528,Positive,Menga juda foydali va ibratli boldi mazza qilib kordim 
5529,Positive,Menga rosa asqotdi raxmat
5530,Positive,Menga yoqdi
5531,Positive,Meni Alloh o'zi yo'llab qo'ydi maqsadim tomon onamni kasblarini davom ettirmoqdaman boshqa yo'nalishni tanlasa ham yana shu yo'lga qaytadi Alhamdulilah 
5532,Positive,Meni fikrim Pulat Alemdar bu Nejati Shashmaz bulgan 
5533,Positive,Meni fikrim. Siz so‘z boshlarida orol dengizining qurishiga sabab qilib Amudaryo va Sirdaryo suv sathi pasayshini aytdingiz. To‘g'ri bu ham 1 tarafdan  lekin asosiy sababi SSSR qurolli sinovlarini shu yerda o‘tkazgani eng asosiy sabab deb o‘ylayman.
5534,Positive,Meni fikrim. Siz so‘z boshlarida orol dengizining qurishiga sabab qilib Amudaryo va Sirdaryo suv sathi pasayshini aytdingiz. To‘g'ri bu ham 1 tarafdan  lekin asosiy sababi SSSR qurolli sinovlarini shu yerda o‘tkazgani eng asosiy sabab deb o‘ylayman.
5535,Positive,Meni fikrimcha Abdulloh chatli obrazini badiiylashtirib toʻqimalar qoʻshib yaratilgan.oʻzagida shu balki shunda oʻxshash boshqa odam bor deb oʻylayman ssenariyni yozgan odam uni ancha muncha qismini hayotdan olgan
5536,Positive,Meni fikrimcha poʻlat film Abdulloh chatlidan ilhomlanib yozilgan toʻqima asar
5537,Positive,Meni ham 2ta oʻgʻlim bor  ilohim sizdek solih  qori  ilmli  Allohni sevadigan  yurtimizga manfaatli insonlar bolsin  chin dildan havas qildim  Shunaqa insonlar koʻpaysin ilmni tarqatadigan  Amin Amin Amin
5538,Positive,Meni hayotimga juda mos keladi 
5539,Positive,Meni Hindistonda tanish doktorlarim bor yordam qilaman  menga aloqaga chiqsalaringiz bo‘ladi
5540,Positive,Meni oʻgʻillarim ham shu yigitga oʻxshagan solih ilmli yigit boʻlsin ilohim.Juda ham bilimli yigit yosh boʻlishiga qaramay.Bundanda ilmi ziyoda boʻlsin
5541,Positive,Meni oʻgʻillarim ham sizdek axloqli yigitlar boʻlsin hikoyezdi eshitib maza qildim
5542,Positive,Meni onam o'lgan. O'n ikki yoshimdan beri meni otam ko'chaga haydaydi. Hozir yoshim 29 yoshda.
5543,Positive,meni yarim sinifdoshlarimi tarixi bolibdiku
5544,Positive,Meniham ismim Jonpulat
5545,Positive,Meniham obketilar
5546,Positive,Menim abdulloh chatlini yoritish harat kilishgan chunki polatham ankarada okigan. Boladi
5547,Positive,Menimcha Abdulloh Chadli bu Poʻlat Alemdar
5548,Positive,Menimcha bolgan
5549,Positive,Menimcha Vallah Aalam Bu poʻlat Alemdar xoyotda bor odam bu Abdullah chatliy xozirgi HAQAN FIDAN. Turkiya Tashqi ishlar Vaziri boʻlsa kerak kelajakda Prezident boʻlishi ham mumkin bu uchalasi bir odam xayoti deb oʻylayman
5550,Positive,Menimcha  Abdulloh Chatlini hayot yo‘liga Po‘lat Alemdar obraziga bog'liq emas.
5551,Positive,Mening ham ogillarim szdek ilmli bolsn .yeglab eshitdm sozlaringzni
5552,Positive,Mening kasb hunarim tok  elektrik.. Firma yolg‘on.. Ruschasiga chastniy aldov.. Mafiya.. Nimaligi gumon bo‘lib qolmadi 
5553,Positive,Mening ugillarim xam sizdek inson bulishini Olloxdan surab duolar qilaman
5554,Positive,Meniyam choqirlar. Amerikaga uklar iltmos yoshligdan orzyum oldindam raxmat
5555,Positive,Meniyam obaringlar Amerikaga ishga
5556,Negative,Mezbon ish beruvchini mardligini qo‘shilganda yana ham zo‘r chiqardi. Orqasidan kelib hadyalar qilganda tasiri yana ham kuchayardi . Sabr degan tushuncha ham ...
5557,Positive,Miami dayam qora bosib ketganku
5558,Positive,Miley узбекский фильм лучше бу йошларди онгини бузади
5559,Negative,Milion 2022 kansert dasturi umuman aynibdi oilaviy kurishga ham uyaladi odam polni 
5560,Negative,Millatchi bilan mill(iy)atchi boshqa-boshqa termin !
5561,Negative,Millatchi hoyinlarni Alloh hor qilsin
5562,Negative,millatchilikmas Millatparvarlik bo'ladi. Ikki so'zfarq bor
5563,Negative,Millatimizni  mentalitetimizni sharmanda qilmanglar-e bunaqa buzuq kinolaring bilan!!!!!!!!!
5564,Negative,millatni shu axvolga olib kevotganlani Alloh jazosini bersin.
5565,Positive,million million like qoyberin erinmi bosibchqi. Olloh rozi bosin!
5566,Neutral,Mina bu
5567,Neutral,ming sõmgacham
5568,Neutral,mingdan 400
5569,Negative,Mirzoni ko'rsa odam ikkyuzlamachi deb fikrlaydigan bulib qoldi. Sal G'alati tuyulyapti shu odamni ibratli videolari endi
5570,Negative,Mn orolni toldirish haqida shunday rejalarni tuzib qoyganman bu qnday qilish mumkin uni kasbiy dengizidan kanal otkazish kerak deb oylayman buni albatta tasiri br kasbiy dengizga kasbiy dengizni bir xil darajada ushlab turush mumkin buning uchun kasbiy dengizni orta yer dengizidan suv olish kerak deb oylayman ana shunda butun dengizni suvlarini bir xil darajada boladi deb oylayman ana shunda butun ozbekistoni va butun orta osiyoni suv olish imkonini beradi deb oylayman
5571,Negative,Mn orolni toldirish haqida shunday rejalarni tuzib qoyganman bu qnday qilish mumkin uni kasbiy dengizidan kanal otkazish kerak deb oylayman buni albatta tasiri br kasbiy dengizga kasbiy dengizni bir xil darajada ushlab turush mumkin buning uchun kasbiy dengizni orta yer dengizidan suv olish kerak deb oylayman ana shunda butun dengizni suvlarini bir xil darajada boladi deb oylayman ana shunda butun ozbekistoni va butun orta osiyoni suv olish imkonini beradi deb oylayman
5572,Negative,Mol Amerikadayam Molda svetaforga qaramedi
5573,Negative,Mol dunyo va iymon mashaalloh ajoyib video rolik Allohim rozi boʻlsin barchagizdan
5574,Negative,Moldi sòygande sòyvorish kere edi
5575,Positive,Molodes
5576,Positive,Molodes ukalar safarlaringiz be xatar bulsin farzandini uqishga yoki aylanishga junatadigan ota onalarga bergan malumot va maslahatlaringiz uchun raxmat
5577,Positive,Molodets bollar bizga ham nasib qilsin borish
5578,Positive,Momin inson nima qilish kerak
5579,Positive,Money-nk64n- Helping You Make Money Easily
5580,Positive,MONEY-NK64N.BEAUTY
5581,Positive,Moshho Ollox
5582,Positive,Moshinala poletsada
5583,Positive,Moshinalar palitsiyada
5584,Positive,Mosholloh
5585,Positive,Mosholloh
5586,Positive,Movarounnahrni arablar tomonidan egallanishi haqidagi sonimizni kutayotganlar bormi?
5587,Neutral,Movarounnahrni arablar tomonidan egallanishi haqidagi sonimizni kutayotganlar bormi?
5588,Neutral,Movarounnahrni insonlari kofir edi musulmonlar azizlikni keltirishi deb yozing Alhamdulilah musulmonman .
5589,Neutral,Movarounnahrni insonlari kofir edi musulmonlar azizlikni keltirishi deb yozing Alhamdulilah musulmonman .
5590,Positive,Mr Beast ti oʻfisiga borila keyingi safar
5591,Positive,Muhammad Ali respect
5592,Positive,Muhammad loiq
5593,Positive,Muhammad S.A.V ning ummatida shunday ajoyib insonlar borligidan judayam fahirlanaman
5594,Positive,MuhammadAli Eshonqulov respect🫵
5595,Positive,Muhammadali mandan kichik ekansiz siz 2-3yildan beri kuzataman Ollohdan soʻrayman siz bilan suhbat qurishni va bolamga ustozlik qilishizi
5596,Positive,Muhammadali meni oʻgʻlim bor shu oʻgʻlim bilan oʻz boʻlsada gaplashib suhbat qursangiz sizdan mamnun boʻlar edim.
5597,Positive,Muhammadaliga havas qilaman ilmingiz Ziyoda bulsin
5598,Positive,Mukammal Shaxs Yoq Y Yagonazot
5599,Positive,Mulani yoqalarini kareylar
5600,Neutral,Mumkin Komiljon Abdulloh plani bor
5601,Neutral,Mumkin Komiljon Abdulloh plani bor
5602,Negative,Mundae ifloslar kup xar qadamda xudo yaxshiyam duzzax janatni yaratkan ekan bunaqalar janatni xam bulgaedi bularng joei duzax xudo udunyu budunyo zuzaxga ozobini bersin
5603,Neutral,Muro ogʻani kim esledi
5604,Negative,Musir
5605,Negative,Musir kino bari bemaza qavin urgi kup buladi 1 haftada chiqarepti bu quruq gaplarni
5606,Negative,Musofir mardikormas
5607,Positive,Musofirchilikda yurganlarni barchasini iloyim olloh uz banohiga olsin
5608,Positive,Musofirda oylik olish juda quin
5609,Positive,Musofirda yurgan birodarlarimizni olloh oʻzi asrasin
5610,Positive,️musofirdagi yurtdoshlaringizman omad sizga tilab qolamiz!
5611,Positive,Musofirdagilarni uzing panoxingda asragin ALLOXIM
5612,Positive,Musofirlarga Olloh toʻgʻri yoʻl koʻrsat
5613,Positive,Mustafo Kamol ota Turk haqida boshqacha fikrda boʻlgan ekanman
5614,Positive,Mustafo kamol uni ota turk dwyish kerakmas
5615,Negative,Mustafo kamol xaromi Islom dinining dushmanidir
5616,Negative,Mustafoni ota turk emas Turklar qotili deyish kerak
5617,Positive,Musulmon birodarlarni Allox panoxida asrasin
5618,Negative,Musulmon bulib turib  islomga amal qilmasa xor buladi
5619,Positive,Musulmon odam pulga sotilmid Msha Alloh
5620,Positive,Musulmon qilib yaratgan Ollohimga hamd bulsin
5621,Positive,Musulmonlari bor joyga borilar masjid madrasalarga
5622,Positive,Musurmon boʻlib tugʻilganimga shushkur
5623,Positive,Musurmon bolin yaratilganimga shuku
5624,Positive,Muxammadali bizga xam sizni yolingizni bersin.
5625,Positive,Muxammadali tasanno uka ogillarim kamida siz kabi ilmda peshvolardan bolsin ilmi ziyoda bolsin etakchi insonlardan bolsin iloxim. Manfaatli intervyu bolibdi qoyil...🫠🫠🫠
5626,Negative,Muximi NASHA bor ekan 
5627,Neutral,Muynoq tumanidan 200 km uzoqda joylashganbiz lekin tez tez dan qumli  changli  tuzli  boronlar bolıp turadı. Changli burondan kozni ochish iloji yuq. Bu globbal problema nimaga bu muommaga jiddiy qarashmaydi
5628,Neutral,Muynoq tumanidan 200 km uzoqda joylashganbiz lekin tez tez dan qumli  changli  tuzli  boronlar bolıp turadı. Changli burondan kozni ochish iloji yuq. Bu globbal problema nimaga bu muommaga jiddiy qarashmaydi
5629,Negative,Na muncha shayton kup deysanlar butka kemeylar dip uzlaring shuncha teshigiga kirip chiqansanlar siladayam gap juda kup uzlaringam farishtamassanlaru
5630,Negative,Nagliy spalniyga qarab ketyapti o'zbek kino
5631,Negative,Najmiddin erbakan haqida video tayorlanglar
5632,Positive,Najmiddin Erbakan jayi jannette bolsin
5633,Positive,Najmiddin erbakan Turkiyaning eng kuchli siyosatchisi bo'lgan vatanini sevgan.
5634,Positive,Najmiddin Erbakandan Allox rozi bosin joylari jannatdan bosin shunaqa musulmon liderlani Allox musilmon davlatlariga yetkassin Amiyin.
5635,Positive,Najmiddin Erbakandi ollox raxmat qilsin bundan buyon islom davlatlari hor zor qilmasin
5636,Positive,Najmiddin Erbakaning joylari jannatda bo'lsin
5637,Positive,Najmiddin Erbakanni G'oyam kitobi juda tasirli ekan
5638,Positive,Najmiddin Erbakanni Olloh jannat bog'lari bilan siylasin
5639,Positive,Najmiddin Erbakon otani Olloh rahmat aylasin omin🇺🇿
5640,Positive,Najmiddin Erbaqon Allohim rozi bo'lsin
5641,Positive,Najmiddin Erdoʻgʻanni joyi jannatda boʻlsin.Qiyomatgacha oʻlganini bilmay yotsinlar
5642,Positive,Najot taʼlim asoschisiga oʻxahar ekansiz. Yoki oʻsha insonmisiz?
5643,Positive,Najot taʼlim asoschisiga oʻxahar ekansiz. Yoki oʻsha insonmisiz?
5644,Positive,Nani qizim 18yoshda hamir qilishni bgladi deb msgʻrurlanadi msn erta turmushga chiqganmsn deb maqtanadi
5645,Positive,Naqadar baxli inson bolgan ekan Alloh fazli bn uni diniga xizmatchi qilibti kozimga yosh keldi bogzimga nimadir tiqildi Bizlardan avvalgila bizdan yaxshi edilar...Alloh raxmat qilsin shunaqa farzndlarni otasi bulish sharafiga loyiq qilsin
5646,Positive,Naqadar purma'no gaplar bu soʻzlar 100 yilda ham aqlimizga kelmaydi
5647,Negative,Narmalniroq qizlar xam bormi hammasi ochiq sochiqku bu darajada db ôylamôvdm
5648,Negative,Nasha sotadi demasa Bizani Navoiy Viloyatday ekan 
5649,Positive,Nasib qilsa yana bir martta o‘g‘il farzand bilan Robbim siylasa ismini Abdulhamid qo‘yaman Olloxning sodiq quli Payg‘ambarimizga munosib ummat xalqqa masuliyatli yo‘lboshchi bo‘ladi inshaalloh
5650,Negative,Ne bizani yo'l quruvchilarida bor nafs bowqa davlat yo'l quruvchilarida yo
5651,Neutral,Ne degan kino
5652,Neutral,Necha qism polat alendar 97 1faslini kordim 2fasildi 24daman 2fasli necha qisim
5653,Neutral,necha yil kutdik a
5654,Neutral,necha yil kutdik a
5655,Positive,Necmeddin Erbakan babamız bizi Türkleri eniden dünyaya tanıttı  müslüman dinimizi yeniden gücletti ancak düşmanlar 15 Temmuzda Türkiye Cumhuriyetini parçalamak istediler ve bu güne kadar Türkiye'nin peşindedir.Allah dinimize milletimize daima zafer versin inşallah.Amin.
5656,Neutral,Necmettin Erbakan
5657,Positive,Nega achkeli oka chakmela biza hechnima chakmimz dp Elektroni cakvotila ?
5658,Neutral,Nega fonga aktivistni musiqasi qo‘yilgan? 
5659,Neutral,Nega juda ko’p joylarini kesib tashalgan? Zo’r malumotlar berayotganda bo’lib quygan….
5660,Neutral,Nega otaturkni turklar sevadi
5661,Neutral,Nega turklar ota turkni hozirgacha kuklarga kutaradi tushunmayman. Ota turk ģayri din yomon odam yahudiylarga ishlaganku uu
5662,Negative,Nega yomon deysizlar ochiq sochiq kiyinmaganu shunchaki shunaqalar kopligi uchun oldini olish uchun ishlangan
5663,Negative,Nega yoshlarni aynitadigan kinolar ishlab chiqyapsizlar Madaniyat vaziri qayerga qarayapti
5664,Negative,Negativ yozishni ōrniga videodan hulosa olish kerekku bu videoda shahar viloyat deyilgani yōq mano boshqaku bu voqealigini eshitganmiz lekin Ollohni kalomlarida keltirilgan dilingiz oğrisa bir uring yoki unga qarshi sōz aytib qoʻying toki u kishiga oll... 
5665,Positive,Negativlarga eʼtibor qilmang ijoddan toʻxtamang aka
5666,Neutral,Negativmasu. Xufton óqi deb turib qólida elektronik sigaret malades
5667,Positive,negirlar juda kop ekan
5668,Positive,Negr kop ekan
5669,Negative,Nejmetin Erbakan va Sedad Pekir haqidagi ma'lumotlar qolib ketdi bular turkiyaning hozirgi siyosatiga aloqasi bulgan katta figuralar.
5670,Positive,Nima 2 ta gapdan bittasi nawa. Aqsh da yawawga imkon bolsa orniga yahwisi Makkaga ketardim
5671,Negative,Nima balo qoravoylarim faqat amerkada
5672,Negative,Nima bo‘lganda xam yaxshilik yo‘lida xizmat qilgan zaiflarga yordam bergan
5673,Positive,Nima bo‘lganda xam yaxshilik yo‘lida xizmat qilgan zaiflarga yordam bergan
5674,Positive,Nima bo'lsa ham borgan joyimiz va yashayotgan joyimizni yomonlamasligimiz lozim.
5675,Positive,Nima boʻlsa ham oila atrofida oʻtirganda shu joyini koʻrish juda noqulay.
5676,Negative,Nima bugandayam bu serial faqat zõravonlik  banditlikni tarğib qiladi
5677,Neutral,Nima bulyaptiye
5678,Neutral,Nima deb yozishni bilmadim ko‘zga yosh
5679,Neutral,nima degan kino
5680,Negative,Nima deyishga xayronman yo olloh diganlar layk
5681,Negative,Nima digani manosini yozvorila "islox qisin"
5682,Neutral,Nima eksang shuni òrasanda
5683,Negative,Nima foyda
5684,Neutral,Nima gap
5685,Negative,nima kere millatchilik qilib
5686,Neutral,Nima qilsak boʻladi.
5687,Neutral,Nima qilsak boʻladi.
5688,Negative,Nima uchun Turkiyada Ota Turkni oqlashadi buyuk deb bilishadi
5689,Neutral,Nimaga kech keladi?
5690,Neutral,nimaga video Amerika  lekn pervyuda bitta Britaniyalik  Bitta Avstraliyalik aktrisa turipti 
5691,Neutral,Nimalar deb valdrayapsan. Savodsiz tarixchimisan yoki Qunduz amakimisan. Sobiq bosh vazir Adnan Mandras 1967 yil 27 mayda xibsga olingan  1961 yil 17 sentyabrda qatl etilganmish. 4 43 5 00.
5692,Neutral,Nimalar diyabsanlar taxortabilan bargaa kir disanmii ongi pass
5693,Negative,Nimani eksang shuni õrasan deb shuni aytsa kerak.
5694,Negative,Nimani targip qivosila towkenlila viloyatlila dip ajratiwimi viloyatlilayam towkenlilani ajratadi qars ikkta qolda ozimizi togirlamasakamiz wunaqip umrimiz otip ketadiku esiz
5695,Neutral,Nimata kfc yuq oq tepa lavash feed up yuq
5696,Neutral,Nma bo'ldi nma dedi  avliyo
5697,Neutral,Nma unda sanla bu yerda yurbsanlar  harom joy isqrt bichla bosa deme senlani darajang shula bn teng shuning uchun shetamisala har bir gapni orasda ozingni mahtesan  biz iboli taqvoli miz deb harom bosa yurma korsatam video qilma! Kozoynakli bolayam pzds asabga tegdi senla videoni nomni Amerikada tungi hayotmas  foxishlar shahriga tashrif deb qoyshing kerak edi!!!! Harom joyda 1-dan sanla yurbsanla  keyin har gapni orasda yomonlorma ulariyam ozni mentaliteti bor hamma hohlaganca yashedi seni fikrin odamlaga qzumas!
5698,Neutral,nmaga bizda faqat hiyonat biri birini hotinini sikib qoygan . boshqa mavzu yoqmi umuman boshqa temalar .
5699,Neutral,Nomi nima
5700,Neutral,Nomi nima
5701,Neutral,Nomi nima ekan bu kinoni
5702,Neutral,Nomi nima kinoni
5703,Neutral,Nomi nima kinoʻni
5704,Neutral,Nomi nima?
5705,Neutral,Non kor ayol ekan
5706,Negative,nos chekkanlar sezadi
5707,Negative,Nos yaxshida undan
5708,Negative,Nos yuqmikan uyoqlarda
5709,Negative,Noshikur
5710,Negative,Noshukur
